filted_data_dict 3893 3893
day, prev_pody, prev_HL, prev_body_pct, cur_position_above, cur_position_below, today_profit
2010-07-28 , -0.63900000000001 , 1.4279999999999973 , -44 , 24 , 96 , -913.0000000000109
2010-07-29 , -0.9130000000000109 , 1.717000000000013 , -53 , 25 , 74 , 55.00000000000682
2010-08-01 , 0.20300000000000296 , 0.25200000000000955 , 80 , 772 , 21 , 1764.00000000001
2010-08-02 , 1.76400000000001 , 2.0 , 88 , 16 , 54 , -570.999999999998
2010-08-03 , -0.570999999999998 , 1.4159999999999968 , -40 , 26 , 67 , 167.0000000000016
2010-08-04 , 0.1670000000000016 , 1.328000000000003 , 12 , 31 , 92 , -609.9999999999852
2010-08-05 , -0.6099999999999852 , 1.6440000000000055 , -37 , 36 , 51 , -66.0000000000025
2010-08-08 , 0.01500000000001478 , 0.1670000000000016 , 8 , 373 , 54 , 256.0000000000002
2010-08-09 , 0.2560000000000002 , 0.7139999999999986 , 35 , 20 , 212 , -1158.0000000000155
2010-08-10 , -1.1580000000000155 , 1.6639999999999873 , -69 , 3 , 147 , -1826.9999999999982
2010-08-11 , -1.8269999999999982 , 2.5090000000000146 , -72 , 41 , 22 , 236.00000000001842
2010-08-12 , 0.23600000000001842 , 1.6140000000000043 , 14 , 60 , 24 , 710.9999999999843
2010-08-15 , 0.022999999999996135 , 0.19299999999998363 , 11 , 16 , 680 , -844.9999999999989
2010-08-16 , -0.8449999999999989 , 1.3460000000000036 , -62 , 15 , 42 , -370.00000000000455
2010-08-17 , -0.37000000000000455 , 0.7880000000000109 , -46 , 54 , 97 , -36.99999999997772
2010-08-18 , -0.03699999999997772 , 1.2009999999999934 , -3 , 61 , 32 , -32.99999999998704
2010-08-19 , -0.03299999999998704 , 1.1329999999999814 , -2 , 6 , 103 , -191.0000000000025
2010-08-22 , 0.17199999999999704 , 0.2979999999999734 , 57 , 135 , 296 , -844.9999999999989
2010-08-23 , -0.8449999999999989 , 1.2870000000000061 , -65 , 0 , 250 , -2927.000000000021
2010-08-24 , -2.927000000000021 , 3.2379999999999995 , -90 , 56 , -1 , 1631.0000000000002
2010-08-25 , 1.6310000000000002 , 1.788000000000011 , 91 , 68 , 2 , 320.99999999999795
2010-08-26 , 0.32099999999999795 , 1.2620000000000005 , 25 , 104 , 32 , 1264.00000000001
2010-08-29 , -0.13700000000000045 , 0.1710000000000207 , -80 , 652 , 1078 , -1667.0000000000016
2010-08-30 , -1.6670000000000016 , 2.959000000000003 , -56 , 2 , 71 , -1593.999999999994
2010-08-31 , -1.593999999999994 , 2.1899999999999977 , -72 , 73 , 14 , 1254.000000000019
2010-09-01 , 1.254000000000019 , 1.936000000000007 , 64 , 5 , 63 , -712.9999999999939
2010-09-02 , -0.7129999999999939 , 1.3489999999999895 , -52 , 136 , 6 , 798.0000000000018
2010-09-05 , -0.42399999999997817 , 0.46999999999999886 , -90 , 165 , 124 , -239.00000000000432
2010-09-06 , -0.23900000000000432 , 1.3660000000000139 , -17 , 1 , 123 , -887.0000000000005
2010-09-07 , -0.8870000000000005 , 1.7129999999999939 , -51 , 88 , 38 , 1002.9999999999859
2010-09-08 , 1.002999999999986 , 2.1820000000000164 , 45 , 9 , 53 , -501.0000000000048
2010-09-09 , -0.5010000000000048 , 1.3759999999999764 , -36 , 50 , 17 , -13.00000000000523
2010-09-12 , -0.11899999999999977 , 0.3810000000000002 , -31 , 186 , 154 , -246.00000000000932
2010-09-13 , -0.24600000000000932 , 1.2990000000000066 , -18 , 20 , 93 , -121.00000000000932
2010-09-14 , -0.12100000000000932 , 1.4750000000000085 , -8 , 336 , 27 , 4926.000000000016
2010-09-15 , 4.926000000000016 , 5.380999999999972 , 91 , 5 , 17 , 68.00000000001205
2010-09-16 , 0.06800000000001205 , 1.2479999999999905 , 5 , 77 , 23 , 36.99999999997772
2010-09-19 , 0.2330000000000041 , 0.30299999999999727 , 76 , 71 , 331 , -1002.9999999999859
2010-09-20 , -1.002999999999986 , 1.218999999999994 , -82 , 15 , 60 , -295.0000000000159
2010-09-21 , -0.2950000000000159 , 0.9369999999999834 , -31 , 49 , 116 , -584.0000000000032
2010-09-22 , -0.5840000000000032 , 1.5529999999999973 , -37 , 25 , 23 , -3.0000000000143245
2010-09-23 , -0.0030000000000143245 , 0.7589999999999861 , 0 , 180 , 8 , 897.9999999999961
2010-09-24 , 0.8979999999999961 , 1.431999999999988 , 62 , 0 , 0 , -3.0000000000143245
2010-09-27 , 0.12399999999999523 , 0.6310000000000002 , 19 , 43 , 187 , -908.9999999999918
2010-09-28 , -0.9089999999999918 , 1.454999999999984 , -62 , 27 , 39 , -393.0000000000007
2010-09-29 , -0.3930000000000007 , 0.9809999999999945 , -40 , 55 , 125 , -865.0000000000091
2010-09-30 , -0.8650000000000091 , 1.774000000000001 , -48 , 46 , 7 , 657.999999999987
2010-10-03 , -0.3160000000000025 , 0.4970000000000141 , -63 , 161 , 54 , 414.0000000000157
2010-10-04 , 0.4140000000000157 , 1.0730000000000075 , 38 , 84 , 3 , 260.9999999999957
2010-10-05 , 0.2609999999999957 , 0.9480000000000075 , 27 , 20 , 74 , -437.9999999999882
2010-10-06 , -0.4379999999999882 , 0.8990000000000009 , -48 , 3 , 139 , -925.9999999999877
2010-10-07 , -0.9259999999999877 , 1.2849999999999966 , -72 , 18 , 47 , 239.00000000000432
2010-10-10 , -0.1869999999999834 , 0.2580000000000098 , -72 , 86 , 224 , -368.9999999999998
2010-10-11 , -0.3689999999999998 , 0.8020000000000209 , -46 , 41 , 164 , -1167.0000000000016
2010-10-12 , -1.1670000000000016 , 1.6519999999999868 , -70 , 57 , 7 , 858.9999999999804
2010-10-13 , 0.8589999999999804 , 1.0769999999999982 , 79 , 39 , 30 , 420.99999999999227
2010-10-14 , 0.42099999999999227 , 0.7590000000000146 , 55 , 27 , 54 , -300.9999999999877
2010-10-17 , -0.07799999999997453 , 0.16499999999999204 , -47 , 105 , 782 , -1004.9999999999955
2010-10-18 , -1.0049999999999955 , 1.4650000000000034 , -68 , 22 , 80 , -885.9999999999957
2010-10-19 , -0.8859999999999957 , 1.5079999999999956 , -58 , 41 , 41 , 381.0000000000002
2010-10-20 , 0.3810000000000002 , 1.2479999999999905 , 30 , 50 , 78 , -779.9999999999869
2010-10-21 , -0.7799999999999869 , 1.6059999999999803 , -48 , 10 , 38 , -144.99999999999602
2010-10-24 , -0.11199999999999477 , 0.4299999999999926 , -26 , 65 , 223 , -414.0000000000015
2010-10-25 , -0.4140000000000015 , 1.242999999999995 , -33 , 168 , 12 , 1982.99999999999
2010-10-26 , 1.9829999999999899 , 2.243000000000009 , 88 , 23 , 21 , -76.99999999999818
2010-10-27 , -0.07699999999999818 , 1.009999999999991 , -7 , 38 , 79 , 228.999999999985
2010-10-28 , 0.228999999999985 , 1.1940000000000168 , 19 , 8 , 91 , -258.0000000000098
2010-10-31 , 0.03499999999999659 , 0.10499999999998977 , 33 , 823 , 68 , 225.9999999999991
2010-11-01 , 0.2259999999999991 , 0.9370000000000118 , 24 , 60 , 11 , 230.99999999999454
2010-11-02 , 0.23099999999999454 , 0.6759999999999877 , 34 , 269 , 41 , 1084.0000000000032
2010-11-03 , 1.0840000000000032 , 2.0999999999999943 , 51 , 52 , 11 , 947.0000000000027
2010-11-04 , 0.9470000000000027 , 1.3499999999999943 , 70 , 46 , 59 , 291.99999999997317
2010-11-07 , 0.0 , 0.0020000000000095497 , 0 , 4049 , 45749 , -492.999999999995
2010-11-08 , -0.492999999999995 , 0.9960000000000093 , -49 , 3 , 118 , -459.99999999997954
2010-11-09 , -0.45999999999997954 , 1.2090000000000032 , -38 , 196 , 15 , 2045.9999999999923
2010-11-10 , 2.0459999999999923 , 2.5579999999999927 , 79 , 23 , 13 , 350.9999999999991
2010-11-11 , 0.3509999999999991 , 0.953000000000003 , 36 , 62 , 195 , 46.999999999997044
2010-11-14 , 0.19499999999999318 , 0.2650000000000148 , 73 , 213 , 91 , 157.99999999998704
2010-11-15 , 0.15799999999998704 , 0.806999999999988 , 19 , 43 , 142 , -1049.0000000000066
2010-11-16 , -1.0490000000000066 , 1.5 , -69 , 42 , 4 , 13.999999999981583
2010-11-17 , 0.013999999999981583 , 0.703000000000003 , 1 , 258 , 7 , 1640.0000000000148
2010-11-18 , 1.6400000000000148 , 1.872000000000014 , 87 , 12 , 47 , -519.0000000000055
2010-11-21 , 0.07699999999999818 , 0.2009999999999934 , 38 , 355 , 406 , -504.99999999999545
2010-11-22 , -0.5049999999999955 , 1.532999999999987 , -32 , 24 , 135 , -1805.0000000000068
2010-11-23 , -1.8050000000000068 , 2.454999999999984 , -73 , 33 , 10 , 585.9999999999843
2010-11-24 , 0.5859999999999843 , 1.0929999999999893 , 53 , 23 , 29 , 38.99999999998727
2010-11-25 , 0.03899999999998727 , 0.5799999999999841 , 6 , 56 , 129 , -646.9999999999914
2010-11-28 , -0.19599999999999795 , 0.5349999999999966 , -36 , 54 , 29 , 155.9999999999775
2010-11-29 , 0.1559999999999775 , 0.4509999999999934 , 34 , 6 , 409 , -1013.0000000000052
2010-11-30 , -1.0130000000000052 , 1.875 , -54 , 74 , 12 , 1300.9999999999877
2010-12-01 , 1.3009999999999877 , 1.641999999999996 , 79 , 12 , 74 , -754.0000000000191
2010-12-02 , -0.7540000000000191 , 1.4269999999999925 , -52 , 19 , 78 , -268.0000000000007
2010-12-05 , -0.20699999999999363 , 0.22700000000000387 , -91 , 181 , 261 , -295.0000000000159
2010-12-06 , -0.2950000000000159 , 1.0049999999999955 , -29 , 184 , 31 , 1699.9999999999886
2010-12-07 , 1.6999999999999886 , 2.1710000000000207 , 78 , 64 , 9 , 1207.9999999999984
2010-12-08 , 1.2079999999999984 , 1.6099999999999852 , 75 , 7 , 64 , -759.9999999999909
2010-12-09 , -0.7599999999999909 , 1.1459999999999866 , -66 , 60 , 4 , 691.0000000000025
2010-12-10 , 0.6910000000000025 , 0.7450000000000045 , 92 , 0 , 0 , 0.0
2010-12-12 , 0.13000000000002387 , 0.23099999999999454 , 56 , 137 , 383 , -445.99999999999795
2010-12-13 , -0.44599999999999795 , 1.203000000000003 , -37 , 25 , 77 , -283.9999999999918
2010-12-14 , -0.2839999999999918 , 1.2369999999999948 , -22 , 20 , 96 , -1021.000000000015
2010-12-15 , -1.021000000000015 , 1.4489999999999839 , -70 , 45 , 6 , 201.99999999999818
2010-12-16 , 0.20199999999999818 , 0.7439999999999998 , 27 , 31 , 153 , -1023.0000000000246
2010-12-17 , -1.0230000000000246 , 1.3789999999999907 , -74 , 0 , 0 , 0.0
2010-12-19 , 0.0049999999999954525 , 0.17500000000001137 , 2 , 129 , 330 , -284.9999999999966
2010-12-20 , -0.2849999999999966 , 0.8050000000000068 , -35 , 42 , 82 , -405.00000000000114
2010-12-21 , -0.40500000000000114 , 1.0009999999999764 , -40 , 16 , 119 , -988.9999999999759
2010-12-22 , -0.9889999999999759 , 1.3569999999999993 , -72 , 14 , 76 , -621.9999999999999
2010-12-23 , -0.6219999999999999 , 1.2349999999999994 , -50 , 39 , 7 , 101.99999999998965
2010-12-24 , 0.10199999999998965 , 0.5899999999999892 , 17 , 0 , 0 , 0.0
2010-12-26 , -0.03699999999999193 , 0.13800000000000523 , -26 , 107 , 334 , -210.00000000000796
2010-12-27 , -0.21000000000000796 , 0.6089999999999947 , -34 , 53 , 251 , -1071.9999999999886
2010-12-28 , -1.0719999999999885 , 1.8530000000000086 , -57 , 10 , 25 , -128.0000000000001
2010-12-29 , -0.1280000000000001 , 0.6630000000000109 , -19 , 31 , 142 , -743.9999999999998
2010-12-30 , -0.7439999999999998 , 1.1539999999999964 , -64 , 109 , 1 , 771.0000000000008
2010-12-31 , 0.7710000000000008 , 1.274000000000001 , 60 , 0 , 0 , 0.0
2011-01-03 , 0.06699999999999307 , 0.7680000000000007 , 8 , 260 , 25 , 1293.9999999999968
2011-01-04 , 1.293999999999997 , 2.1979999999999933 , 58 , 61 , 17 , 1287.9999999999968
2011-01-05 , 1.2879999999999967 , 1.7450000000000045 , 73 , 6 , 39 , -234.99999999998522
2011-01-06 , -0.23499999999998522 , 0.8120000000000118 , -28 , 55 , 33 , 177.00000000002092
2011-01-07 , 0.17700000000002092 , 0.7199999999999989 , 24 , 0 , 0 , 0.0
2011-01-09 , 0.06999999999999318 , 0.3569999999999993 , 19 , 31 , 220 , -394.9999999999818
2011-01-10 , -0.3949999999999818 , 0.8980000000000246 , -43 , 168 , 3 , 1069.0000000000168
2011-01-11 , 1.0690000000000168 , 1.5389999999999873 , 69 , 81 , 13 , 979.0000000000134
2011-01-12 , 0.9790000000000134 , 1.4639999999999986 , 66 , 38 , 21 , 307.9999999999927
2011-01-13 , 0.3079999999999927 , 0.8780000000000143 , 35 , 80 , 70 , 588.9999999999986
2011-01-14 , 0.5889999999999986 , 1.3210000000000264 , 44 , 0 , 0 , 0.0
2011-01-16 , -0.0630000000000166 , 0.09300000000001774 , -67 , 343 , 393 , -9.999999999990905
2011-01-17 , -0.009999999999990905 , 0.6850000000000023 , -1 , 166 , 6 , 461.00000000001273
2011-01-18 , 0.46100000000001273 , 1.1899999999999977 , 38 , 29 , 78 , -629.9999999999955
2011-01-19 , -0.6299999999999955 , 1.27800000000002 , -49 , 72 , 36 , 772.9999999999961
2011-01-20 , 0.7729999999999961 , 1.3870000000000005 , 55 , 27 , 29 , 191.99999999997885
2011-01-21 , 0.19199999999997885 , 0.7849999999999966 , 24 , 0 , 0 , 0.0
2011-01-23 , -0.03899999999998727 , 0.19700000000000273 , -19 , 86 , 208 , -218.9999999999941
2011-01-24 , -0.2189999999999941 , 0.582000000000022 , -37 , 14 , 388 , -1811.000000000007
2011-01-25 , -1.811000000000007 , 2.3419999999999845 , -77 , 38 , 24 , 802.9999999999973
2011-01-26 , 0.8029999999999973 , 1.475999999999999 , 54 , 118 , 21 , 1163.000000000011
2011-01-27 , 1.163000000000011 , 2.061000000000007 , 56 , 0 , 106 , -1829.999999999984
2011-01-28 , -1.829999999999984 , 2.1910000000000025 , -83 , 0 , 0 , 0.0
2011-01-30 , -0.08699999999998909 , 0.3149999999999977 , -27 , 513 , 19 , 1425.9999999999877
2011-01-31 , 1.4259999999999877 , 1.679000000000002 , 84 , 33 , 20 , -40.99999999999682
2011-02-01 , -0.04099999999999682 , 0.8990000000000009 , -4 , 103 , 6 , 650.0000000000057
2011-02-02 , 0.6500000000000057 , 0.9879999999999995 , 65 , 95 , 47 , -294.00000000001114
2011-02-03 , -0.29400000000001114 , 1.4170000000000016 , -20 , 68 , 40 , 640.9999999999911
2011-02-07 , 0.2849999999999966 , 0.8870000000000005 , 32 , 32 , 111 , -306.0000000000116
2011-02-08 , -0.3060000000000116 , 1.2770000000000152 , -23 , 47 , 15 , 280.00000000000114
2011-02-09 , 0.28000000000000114 , 0.796999999999997 , 35 , 204 , 8 , 1372.9999999999905
2011-02-10 , 1.3729999999999905 , 1.693000000000012 , 81 , 13 , 40 , -447.00000000000273
2011-02-11 , -0.44700000000000273 , 0.9190000000000111 , -48 , 0 , 0 , 0.0
2011-02-13 , 0.0 , 0.14300000000000068 , 0 , 192 , 164 , 151.9999999999868
2011-02-14 , 0.1519999999999868 , 0.5100000000000193 , 29 , 356 , 21 , 1467.000000000013
2011-02-15 , 1.467000000000013 , 1.927000000000021 , 76 , 18 , 43 , -416.00000000002524
2011-02-16 , -0.41600000000002524 , 1.193000000000012 , -34 , 22 , 24 , 57.999999999992724
2011-02-17 , 0.057999999999992724 , 0.5649999999999977 , 10 , 120 , 44 , 105.99999999999454
2011-02-18 , 0.10599999999999454 , 0.9339999999999975 , 11 , 0 , 0 , 0.0
2011-02-20 , 0.06799999999998363 , 0.10300000000000864 , 66 , 64 , 325 , -174.99999999998295
2011-02-21 , -0.17499999999998295 , 0.40100000000001046 , -43 , 100 , 400 , -1346.99999999998
2011-02-22 , -1.34699999999998 , 2.0080000000000098 , -67 , 51 , 7 , 181.99999999998795
2011-02-23 , 0.18199999999998795 , 1.1830000000000211 , 15 , 7 , 188 , -1596.99999999998
2011-02-24 , -1.59699999999998 , 2.3140000000000214 , -69 , 13 , 42 , -576.9999999999982
2011-02-25 , -0.5769999999999982 , 1.3019999999999925 , -44 , 0 , 0 , 0.0
2011-02-27 , -0.044999999999987494 , 0.09899999999998954 , -45 , 1663 , 292 , 1353.0000000000086
2011-02-28 , 1.3530000000000086 , 1.9369999999999834 , 69 , 59 , -1 , 193.00000000001205
2011-03-01 , 0.19300000000001205 , 1.1330000000000098 , 17 , 52 , 27 , 509.9999999999909
2011-03-02 , 0.5099999999999909 , 0.9129999999999825 , 55 , 58 , 76 , 534.9999999999966
2011-03-03 , 0.5349999999999966 , 1.2369999999999948 , 43 , 49 , 39 , -262.00000000000045
2011-03-04 , -0.26200000000000045 , 1.103999999999985 , -23 , 0 , 0 , 0.0
2011-03-06 , 0.15699999999998226 , 0.23599999999999 , 66 , 18 , 450 , -772.9999999999961
2011-03-07 , -0.7729999999999961 , 1.1059999999999945 , -69 , 43 , 11 , 344.99999999999886
2011-03-08 , 0.34499999999999886 , 0.6030000000000086 , 57 , 102 , 2 , 451.9999999999982
2011-03-09 , 0.4519999999999982 , 0.6310000000000002 , 71 , 38 , 171 , -792.0000000000016
2011-03-10 , -0.7920000000000016 , 1.3259999999999934 , -59 , 37 , 177 , -1512.0000000000005
2011-03-11 , -1.5120000000000005 , 2.8389999999999986 , -53 , 0 , 0 , 0.0
2011-03-13 , -0.7069999999999936 , 0.5819999999999936 , -121 , 149 , 243 , 641.9999999999959
2011-03-14 , 0.6419999999999959 , 2.2860000000000014 , 28 , 21 , 115 , -2230.9999999999945
2011-03-15 , -2.2309999999999945 , 3.149000000000001 , -70 , 22 , 71 , -2237.9999999999995
2011-03-16 , -2.2379999999999995 , 2.9329999999999927 , -76 , 11 , 144 , -231.00000000000875
2011-03-17 , -0.23100000000000875 , 4.583999999999989 , -5 , 112 , 1 , 3536.0000000000155
2011-03-18 , 3.5360000000000156 , 5.200999999999993 , 67 , 0 , 0 , 0.0
2011-03-20 , 0.15000000000000568 , 0.23999999999998067 , 62 , 410 , 151 , 823.0000000000075
2011-03-21 , 0.8230000000000075 , 1.349000000000018 , 61 , 58 , 25 , 346.00000000000364
2011-03-22 , 0.34600000000000364 , 1.1280000000000143 , 30 , 17 , 115 , -1131.0000000000002
2011-03-23 , -1.1310000000000002 , 1.4950000000000045 , -75 , 21 , 71 , -816.0000000000025
2011-03-24 , -0.8160000000000025 , 1.3810000000000002 , -59 , 33 , 14 , -44.999999999987494
2011-03-27 , -0.23500000000001364 , 0.2510000000000048 , -93 , 311 , 12 , 391.9999999999959
2011-03-28 , 0.3919999999999959 , 0.8129999999999882 , 48 , 173 , 35 , 1409.0000000000202
2011-03-29 , 1.4090000000000202 , 1.6970000000000027 , 83 , 92 , 13 , 1183.9999999999975
2011-03-30 , 1.1839999999999975 , 1.7890000000000157 , 66 , 30 , 36 , -7.999999999981355
2011-03-31 , -0.007999999999981355 , 1.2019999999999982 , 0 , 214 , -4 , 2218.999999999994
2011-04-01 , 2.218999999999994 , 2.516999999999996 , 88 , 0 , 0 , 0.0
2011-04-03 , -0.0049999999999954525 , 0.05999999999997385 , -8 , 875 , 576 , 6.9999999999765805
2011-04-04 , 0.0069999999999765805 , 0.8709999999999809 , 0 , 309 , 5 , 2695.999999999998
2011-04-05 , 2.695999999999998 , 2.745999999999981 , 98 , 48 , 4 , 1325.000000000017
2011-04-06 , 1.325000000000017 , 1.4420000000000073 , 91 , -1 , 110 , -1026.0000000000105
2011-04-07 , -1.0260000000000105 , 1.5829999999999984 , -64 , 87 , 8 , 301.9999999999925
2011-04-08 , 0.3019999999999925 , 1.5159999999999911 , 19 , 0 , 0 , 0.0
2011-04-10 , -0.32800000000000296 , 0.3810000000000002 , -86 , 153 , 216 , -685.9999999999786
2011-04-11 , -0.6859999999999786 , 1.4099999999999966 , -48 , 22 , 175 , -2406.000000000006
2011-04-12 , -2.406000000000006 , 2.7990000000000066 , -85 , 47 , 4 , 530.0000000000011
2011-04-13 , 0.5300000000000011 , 1.4579999999999984 , 36 , 19 , 66 , 144.9999999999818
2011-04-14 , 0.1449999999999818 , 1.2530000000000143 , 11 , 37 , 97 , -1209.0000000000032
2011-04-15 , -1.2090000000000032 , 1.6970000000000027 , -71 , 0 , 0 , 0.0
2011-04-17 , 0.22499999999999432 , 0.26499999999998636 , 84 , 33 , 994 , -1305.0000000000068
2011-04-18 , -1.3050000000000068 , 2.7249999999999943 , -47 , 12 , 23 , 287.00000000000614
2011-04-19 , 0.28700000000000614 , 1.0010000000000048 , 28 , 102 , 3 , 740.0000000000091
2011-04-20 , 0.7400000000000091 , 1.0649999999999977 , 69 , 41 , 66 , -239.00000000000432
2011-04-21 , -0.23900000000000432 , 1.1479999999999961 , -20 , 42 , 33 , 46.999999999997044
2011-04-22 , 0.046999999999997044 , 0.875 , 5 , 0 , 0 , 0.0
2011-04-24 , 0.09600000000000364 , 0.09600000000000364 , 100 , 694 , 507 , -241.99999999999022
2011-04-25 , -0.24199999999999022 , 1.1539999999999964 , -20 , 12 , 60 , -593.9999999999941
2011-04-26 , -0.5939999999999941 , 0.8479999999999848 , -70 , 263 , 16 , 2157.9999999999873
2011-04-27 , 2.157999999999987 , 2.377999999999986 , 90 , 19 , 43 , -980.0000000000182
2011-04-28 , -0.9800000000000182 , 1.4819999999999993 , -66 , 26 , 24 , -64.99999999999773
2011-04-29 , -0.06499999999999773 , 0.7549999999999955 , -8 , 0 , 0 , 0.0
2011-05-01 , -0.19499999999999318 , 0.26200000000000045 , -74 , 205 , 146 , -286.00000000000136
2011-05-02 , -0.28600000000000136 , 0.9230000000000018 , -30 , 10 , 242 , -1834.0000000000032
2011-05-03 , -1.8340000000000032 , 2.3389999999999986 , -78 , 33 , 24 , -530.0000000000011
2011-05-04 , -0.5300000000000011 , 1.3629999999999995 , -38 , 19 , 145 , -1677.9999999999973
2011-05-05 , -1.6779999999999973 , 2.2469999999999857 , -74 , 63 , -1 , 875.0
2011-05-06 , 0.875 , 1.4099999999999966 , 62 , 0 , 0 , 0.0
2011-05-09 , -0.27299999999999613 , 1.11099999999999 , -24 , 51 , 28 , 540.9999999999968
2011-05-10 , 0.5409999999999968 , 0.8899999999999864 , 60 , 175 , 50 , 101.00000000002751
2011-05-11 , 0.10100000000002751 , 2.0049999999999955 , 5 , 32 , 60 , -617.0000000000186
2011-05-12 , -0.6170000000000186 , 1.8619999999999948 , -33 , 8 , 80 , -972.9999999999848
2011-05-13 , -0.9729999999999848 , 1.6610000000000014 , -58 , 0 , 0 , 0.0
2011-05-15 , 0.14699999999999136 , 0.382000000000005 , 38 , 73 , 162 , -305.0000000000068
2011-05-16 , -0.3050000000000068 , 0.9000000000000057 , -33 , 257 , 4 , 1498.9999999999952
2011-05-17 , 1.4989999999999952 , 2.3549999999999898 , 63 , 8 , 62 , -257.99999999998136
2011-05-18 , -0.25799999999998136 , 1.6659999999999968 , -15 , 52 , 11 , 448.99999999998386
2011-05-19 , 0.44899999999998386 , 1.0689999999999884 , 42 , 39 , 27 , 199.99999999998863
2011-05-20 , 0.19999999999998863 , 0.72199999999998 , 27 , 0 , 0 , 0.0
2011-05-22 , -0.00899999999998613 , 0.04599999999999227 , -19 , 391 , 3002 , -498.9999999999952
2011-05-23 , -0.4989999999999952 , 1.5609999999999786 , -31 , 56 , 47 , 388.9999999999816
2011-05-24 , 0.3889999999999816 , 1.6289999999999907 , 23 , 65 , 30 , 784.9999999999966
2011-05-25 , 0.7849999999999966 , 1.570999999999998 , 49 , 24 , 40 , -52.00000000002092
2011-05-26 , -0.05200000000002092 , 1.016999999999996 , -5 , 18 , 43 , -79.00000000000773
2011-05-27 , -0.07900000000000773 , 0.6370000000000005 , -12 , 0 , 0 , 0.0
2011-05-29 , -0.10599999999999454 , 0.1560000000000059 , -67 , 157 , 122 , 119.99999999997613
2011-05-30 , 0.11999999999997613 , 0.4359999999999786 , 27 , 396 , 0 , 737.9999999999995
2011-05-31 , 0.7379999999999995 , 1.733000000000004 , 42 , 13 , 112 , -1869.9999999999761
2011-06-01 , -1.8699999999999761 , 2.1920000000000073 , -85 , 27 , 17 , 215.99999999997976
2011-06-02 , 0.21599999999997976 , 0.9839999999999804 , 21 , 12 , 168 , -646.9999999999914
2011-06-03 , -0.6469999999999914 , 1.7789999999999964 , -36 , 0 , 0 , 0.0
2011-06-05 , -0.027999999999991587 , 0.09000000000000341 , -31 , 585 , 953 , -697.0000000000027
2011-06-06 , -0.6970000000000027 , 1.384999999999991 , -50 , 73 , 8 , 706.9999999999936
2011-06-07 , 0.7069999999999936 , 1.1330000000000098 , 62 , 19 , 106 , -671.999999999997
2011-06-08 , -0.671999999999997 , 1.4250000000000114 , -47 , 61 , 7 , 461.9999999999891
2011-06-09 , 0.4619999999999891 , 0.9749999999999943 , 47 , 16 , 161 , -1152.9999999999916
2011-06-10 , -1.1529999999999916 , 1.7419999999999902 , -66 , 0 , 0 , 0.0
2011-06-12 , -0.026999999999986812 , 0.16100000000000136 , -16 , 698 , -4 , 1086.999999999989
2011-06-13 , 1.086999999999989 , 1.1169999999999902 , 97 , 80 , 27 , 367.00000000001864
2011-06-14 , 0.36700000000001864 , 1.2059999999999889 , 30 , 20 , 85 , -658.9999999999918
2011-06-15 , -0.6589999999999918 , 1.2839999999999918 , -51 , 16 , 102 , -818.9999999999884
2011-06-16 , -0.8189999999999884 , 1.5360000000000014 , -53 , 3 , 61 , -818.000000000012
2011-06-17 , -0.818000000000012 , 0.9960000000000093 , -82 , 0 , 0 , 0.0
2011-06-19 , 0.004000000000019099 , 0.13599999999999568 , 2 , 481 , 445 , 545.0000000000159
2011-06-20 , 0.5450000000000159 , 1.2609999999999957 , 43 , 21 , 31 , 189.99999999999773
2011-06-21 , 0.18999999999999773 , 0.6720000000000255 , 28 , 19 , 193 , -1270.0000000000102
2011-06-22 , -1.2700000000000102 , 1.4310000000000116 , -88 , 12 , 38 , -211.00000000001273
2011-06-23 , -0.21100000000001273 , 0.7299999999999898 , -28 , 18 , 71 , -371.9999999999857
2011-06-24 , -0.3719999999999857 , 0.6539999999999964 , -56 , 0 , 0 , 0.0
2011-06-26 , -0.2220000000000084 , 0.16200000000000614 , -137 , 784 , -24 , 1128.9999999999907
2011-06-27 , 1.1289999999999907 , 1.2319999999999993 , 91 , 48 , 53 , 443.00000000001205
2011-06-28 , 0.44300000000001205 , 1.2589999999999861 , 35 , 20 , 44 , -31.999999999982265
2011-06-29 , -0.031999999999982265 , 0.813999999999993 , -3 , 13 , 159 , -421.0000000000207
2011-06-30 , -0.4210000000000207 , 1.4120000000000061 , -29 , 49 , 15 , 502.00000000000955
2011-07-01 , 0.5020000000000095 , 0.9120000000000061 , 55 , 0 , 0 , 0.0
2011-07-03 , -0.01099999999999568 , 0.18299999999999272 , -6 , 148 , 74 , 129.99999999999545
2011-07-04 , 0.12999999999999545 , 0.40800000000001546 , 31 , 209 , 42 , 236.99999999999477
2011-07-05 , 0.23699999999999477 , 1.0289999999999964 , 23 , 7 , 114 , -700.9999999999934
2011-07-06 , -0.7009999999999934 , 1.2549999999999955 , -55 , 46 , 27 , 275.99999999998204
2011-07-07 , 0.27599999999998204 , 0.9250000000000114 , 29 , 19 , 70 , -450.9999999999934
2011-07-08 , -0.4509999999999934 , 0.8369999999999891 , -53 , 0 , 0 , 0.0
2011-07-10 , -0.3200000000000216 , 0.33600000000001273 , -95 , 119 , 457 , -1339.999999999989
2011-07-11 , -1.3399999999999892 , 1.9369999999999976 , -69 , 8 , 124 , -1582.0000000000077
2011-07-12 , -1.5820000000000078 , 2.5779999999999887 , -61 , 48 , 39 , 1118.9999999999998
